,sh1_date,neck1_date,head_date,neck2_date,sh2_date,sh1_price,neck1_price,head_price,neck2_price,sh2_price,confirmation_date,time_for_confirmation,signal,stoploss,head_length,target
0,1993-10-06,1993-10-08,1993-10-15,1993-10-25,1993-11-02,27.22473649022379,26.839485823218503,27.683387767746154,27.169701921042577,27.59165127648812,1993-11-04,2,-1,27.619242927764603,0.5136858467035772,24.60127268752469
1,2001-05-02,2001-05-04,2001-05-22,2001-05-30,2001-06-05,85.17541913394804,82.3405000088334,88.11049064716026,83.3811058444814,86.20271201850578,2001-06-13,8,-1,86.28891473052427,4.729384802678865,59.73418183108707
2,2003-06-17,2003-07-01,2003-07-14,2003-07-21,2003-07-28,70.21880311528282,66.50673181281812,70.27934740423606,67.48608724179135,69.64483713113441,2003-08-05,8,-1,69.71448196826553,2.79326016244471,53.5197864295678
3,2005-12-14,2005-12-30,2006-01-11,2006-01-25,2006-01-30,91.92095140744703,89.71733030792666,93.38215026870594,90.78501492383462,92.92767007648416,2006-02-07,8,-1,93.02059774656064,2.597135344871319,77.79933819947803
4,2011-08-17,2011-08-22,2011-08-31,2011-09-12,2011-09-20,97.80005629276953,90.70715240274332,99.66409589955836,92.0305126190637,98.94680883114228,2011-09-22,2,-1,99.04575563997341,7.633583280494662,53.86259621659039
5,2015-06-22,2015-07-07,2015-07-20,2015-07-27,2015-07-31,186.21716279383384,178.78913268717326,186.73390627560445,180.6724536007273,185.2185432831115,2015-08-20,20,-1,185.4037618263946,6.0614526748771596,150.3651902263415
6,2016-04-01,2016-04-07,2016-04-20,2016-05-06,2016-05-11,184.41826555610805,180.8125059564073,187.78364918422253,181.515860015022,185.66468595466336,2016-06-27,47,-1,185.850350640618,6.267789169200512,150.17691416901945
7,2018-08-29,2018-09-07,2018-09-21,2018-09-26,2018-10-03,271.37696491209005,266.6980774565751,273.98838773803084,270.42834814021563,273.9790573712785,2018-10-05,2,-1,274.25303642864975,3.560039597815205,252.6281501511396
