Date,Open,High,Low,Close,Adj Close,Volume
2019-06-14,47.88750076293945,48.397499084472656,47.57500076293945,48.185001373291016,46.9640998840332,75046000
2019-06-17,48.224998474121094,48.7400016784668,48.04249954223633,48.47249984741211,47.24430847167969,58676400
2019-06-18,49.01250076293945,50.0724983215332,48.8025016784668,49.61249923706055,48.35543441772461,106204000
2019-06-19,49.91999816894531,49.970001220703125,49.32749938964844,49.467498779296875,48.2140998840332,84496800
2019-06-20,50.092498779296875,50.15250015258789,49.50749969482422,49.8650016784668,48.601531982421875,86056000
2019-06-21,49.70000076293945,50.212501525878906,49.537498474121094,49.69499969482422,48.43584060668945,191202400
2019-06-24,49.6349983215332,50.040000915527344,49.54249954223633,49.64500045776367,48.38710021972656,72881600
2019-06-25,49.60749816894531,49.814998626708984,48.8224983215332,48.89250183105469,47.65367889404297,84281200
2019-06-26,49.442501068115234,50.247501373291016,49.337501525878906,49.95000076293945,48.68436813354492,104270000
2019-06-27,50.0724983215332,50.39250183105469,49.89250183105469,49.935001373291016,48.66975784301758,83598800
2019-06-28,49.66999816894531,49.875,49.26250076293945,49.47999954223633,48.226287841796875,124442400
2019-07-01,50.79249954223633,51.122501373291016,50.162498474121094,50.38750076293945,49.11078643798828,109012000
2019-07-02,50.352500915527344,50.782501220703125,50.34000015258789,50.682498931884766,49.3983154296875,67740800
2019-07-03,50.81999969482422,51.11000061035156,50.67250061035156,51.102500915527344,49.80767059326172,45448000
2019-07-05,50.837501525878906,51.27000045776367,50.724998474121094,51.057498931884766,49.76382064819336,69062000
2019-07-08,50.20249938964844,50.349998474121094,49.602500915527344,50.005001068115234,48.73798751831055,101354400
2019-07-09,49.79999923706055,50.377498626708984,49.70249938964844,50.310001373291016,49.03525924682617,82312000
2019-07-10,50.462501525878906,50.932498931884766,50.38999938964844,50.807498931884766,49.52014923095703,71588400
2019-07-11,50.82749938964844,51.09749984741211,50.4275016784668,50.4375,49.15951919555664,80767200
2019-07-12,50.61249923706055,51.0,50.54999923706055,50.82500076293945,49.537200927734375,70380800
2019-07-15,51.022499084472656,51.467498779296875,51.0,51.3025016784668,50.00261306762695,67789600
2019-07-16,51.147499084472656,51.52750015258789,50.875,51.125,49.8296012878418,67467200
2019-07-17,51.01250076293945,51.272499084472656,50.817501068115234,50.837501525878906,49.54938888549805,56430000
2019-07-18,51.0,51.470001220703125,50.92499923706055,51.415000915527344,50.11225509643555,74162400
2019-07-19,51.4474983215332,51.625,50.59000015258789,50.647499084472656,49.364192962646484,83717200
2019-07-22,50.912498474121094,51.807498931884766,50.90250015258789,51.80500030517578,50.492366790771484,89111600
2019-07-23,52.1150016784668,52.227500915527344,51.8224983215332,52.209999084472656,50.887115478515625,73420800
2019-07-24,51.91749954223633,52.287498474121094,51.79249954223633,52.16749954223633,50.84568786621094,59966400
2019-07-25,52.22249984741211,52.310001373291016,51.682498931884766,51.755001068115234,50.44363784790039,55638400
2019-07-26,51.869998931884766,52.432498931884766,51.78499984741211,51.935001373291016,50.61907958984375,70475600
2019-07-29,52.1150016784668,52.65999984741211,52.11000061035156,52.41999816894531,51.0917854309082,86693600
2019-07-30,52.189998626708984,52.540000915527344,51.82749938964844,52.19499969482422,50.87249755859375,135742800
2019-07-31,54.10499954223633,55.342498779296875,52.82500076293945,53.2599983215332,51.91050720214844,277125600
2019-08-01,53.474998474121094,54.50749969482422,51.685001373291016,52.10749816894531,50.78721237182617,216071600
2019-08-02,51.38249969482422,51.60749816894531,50.407501220703125,51.005001068115234,49.712646484375,163448400
2019-08-05,49.497501373291016,49.662498474121094,48.14500045776367,48.334999084472656,47.11029052734375,209572000
2019-08-06,49.07749938964844,49.51750183105469,48.5099983215332,49.25,48.00210952758789,143299200
2019-08-07,48.852500915527344,49.88999938964844,48.45500183105469,49.7599983215332,48.49918746948242,133457600
2019-08-08,50.04999923706055,50.88249969482422,49.84749984741211,50.85749816894531,49.568885803222656,108038000
2019-08-09,50.32500076293945,50.689998626708984,49.8224983215332,50.247501373291016,49.1604118347168,98478800
2019-08-12,49.904998779296875,50.51250076293945,49.787498474121094,50.119998931884766,49.03567123413086,89927600
2019-08-13,50.255001068115234,53.03499984741211,50.119998931884766,52.24250030517578,51.11225128173828,188874000
2019-08-14,50.790000915527344,51.61000061035156,50.647499084472656,50.6875,49.59088897705078,146189600
2019-08-15,50.8650016784668,51.28499984741211,49.91749954223633,50.435001373291016,49.34385681152344,108909600
2019-08-16,51.06999969482422,51.790000915527344,50.959999084472656,51.625,50.50811004638672,110481600
2019-08-19,52.654998779296875,53.182498931884766,52.50749969482422,52.587501525878906,51.44978713989258,97654400
2019-08-20,52.720001220703125,53.337501525878906,52.58000183105469,52.59000015258789,51.452232360839844,107537200
2019-08-21,53.247501373291016,53.412498474121094,52.900001525878906,53.15999984741211,52.00991439819336,86141600
2019-08-22,53.29750061035156,53.61000061035156,52.6875,53.1150016784668,51.965877532958984,89014800
2019-08-23,52.35749816894531,53.01250076293945,50.25,50.65999984741211,49.563995361328125,187272000
2019-08-26,51.46500015258789,51.79750061035156,51.26499938964844,51.622501373291016,50.50566864013672,104174400
2019-08-27,51.96500015258789,52.13750076293945,50.88249969482422,51.040000915527344,49.935768127441406,103493200
2019-08-28,51.025001525878906,51.43000030517578,50.83000183105469,51.38249969482422,50.2708625793457,63755200
2019-08-29,52.125,52.33000183105469,51.665000915527344,52.252498626708984,51.12203598022461,83962000
2019-08-30,52.540000915527344,52.61249923706055,51.79999923706055,52.185001373291016,51.055999755859375,84573600
2019-09-03,51.60749816894531,51.744998931884766,51.05500030517578,51.42499923706055,50.312442779541016,80092000
2019-09-04,52.09749984741211,52.369998931884766,51.83000183105469,52.29750061035156,51.16605758666992,76752400
2019-09-05,53.0,53.49250030517578,52.877498626708984,53.31999969482422,52.166439056396484,95654800
2019-09-06,53.51250076293945,53.60499954223633,53.127498626708984,53.314998626708984,52.16154479980469,77449200
2019-09-09,53.709999084472656,54.11000061035156,52.76750183105469,53.54249954223633,52.384124755859375,109237600
2019-09-10,53.46500015258789,54.19499969482422,52.9275016784668,54.17499923706055,53.0029411315918,127111600
2019-09-11,54.51750183105469,55.9275016784668,54.432498931884766,55.897499084472656,54.688175201416016,177158400
2019-09-12,56.20000076293945,56.60499954223633,55.71500015258789,55.772499084472656,54.56588363647461,128906800
2019-09-13,55.0,55.1974983215332,54.255001068115234,54.6875,53.50435256958008,159053200
2019-09-16,54.432498931884766,55.032501220703125,54.38999938964844,54.974998474121094,53.7856330871582,84632400
2019-09-17,54.9900016784668,55.20500183105469,54.779998779296875,55.17499923706055,53.981300354003906,73274800
2019-09-18,55.26499938964844,55.712501525878906,54.86000061035156,55.692501068115234,54.48760986328125,101360000
2019-09-19,55.502498626708984,55.939998626708984,55.092498779296875,55.2400016784668,54.04490280151367,88242400
2019-09-20,55.345001220703125,55.63999938964844,54.36750030517578,54.432498931884766,53.2548713684082,221652400
2019-09-23,54.73749923706055,54.959999084472656,54.412498474121094,54.68000030517578,53.49702072143555,76662000
2019-09-24,55.25749969482422,55.622501373291016,54.29750061035156,54.41999816894531,53.24264144897461,124763200
2019-09-25,54.63750076293945,55.375,54.28499984741211,55.25749969482422,54.06202697753906,87613600
2019-09-26,55.0,55.23500061035156,54.70750045776367,54.97249984741211,53.78319549560547,75334000
2019-09-27,55.1349983215332,55.2400016784668,54.31999969482422,54.70500183105469,53.52147674560547,101408000
2019-09-30,55.224998474121094,56.14500045776367,55.1974983215332,55.99250030517578,54.78112030029297,103909600
2019-10-01,56.26750183105469,57.05500030517578,56.04999923706055,56.147499084472656,54.93276596069336,139223200
2019-10-02,55.76499938964844,55.89500045776367,54.48249816894531,54.7400016784668,53.55571746826172,138449200
2019-10-03,54.60749816894531,55.2400016784668,53.782501220703125,55.20500183105469,54.01066970825195,114426000
2019-10-04,56.40999984741211,56.872501373291016,55.97249984741211,56.752498626708984,55.52467727661133,138478800
2019-10-07,56.567501068115234,57.48249816894531,56.459999084472656,56.76499938964844,55.53691482543945,122306000
2019-10-08,56.45500183105469,57.01499938964844,56.08250045776367,56.099998474121094,54.886295318603516,111820000
2019-10-09,56.75749969482422,56.9474983215332,56.40999984741211,56.75749969482422,55.529571533203125,74770400
2019-10-10,56.98249816894531,57.61000061035156,56.82500076293945,57.522499084472656,56.27801513671875,113013600
2019-10-11,58.23749923706055,59.40999984741211,58.07749938964844,59.0525016784668,57.77491760253906,166795600
2019-10-14,58.724998474121094,59.532501220703125,58.66749954223633,58.967498779296875,57.69175720214844,96427600
2019-10-15,59.09749984741211,59.412498474121094,58.720001220703125,58.83000183105469,57.55723571777344,87360000
2019-10-16,58.342498779296875,58.810001373291016,58.29999923706055,58.592498779296875,57.32487106323242,73903200
2019-10-17,58.772499084472656,59.037498474121094,58.380001068115234,58.81999969482422,57.547447204589844,67585200
2019-10-18,58.647499084472656,59.39500045776367,58.5724983215332,59.102500915527344,57.82383728027344,97433600
2019-10-21,59.380001068115234,60.247501373291016,59.33000183105469,60.127498626708984,58.82666015625,87247200
2019-10-22,60.290000915527344,60.54999923706055,59.904998779296875,59.9900016784668,58.692134857177734,82293600
2019-10-23,60.525001525878906,60.810001373291016,60.30500030517578,60.79499816894531,59.47972106933594,75828800
2019-10-24,61.127498626708984,61.20000076293945,60.45249938964844,60.89500045776367,59.57755661010742,69275200
2019-10-25,60.790000915527344,61.682498931884766,60.720001220703125,61.64500045776367,60.31133270263672,73477200
2019-10-28,61.85499954223633,62.3125,61.68000030517578,62.26250076293945,60.91547393798828,96572800
2019-10-29,62.24250030517578,62.4375,60.64250183105469,60.8224983215332,59.50662612915039,142839600
2019-10-30,61.189998626708984,61.32500076293945,60.3025016784668,60.814998626708984,59.499290466308594,124522000
2019-10-31,61.810001373291016,62.29249954223633,59.314998626708984,62.189998626708984,60.844539642333984,139162000
2019-11-01,62.3849983215332,63.98249816894531,62.290000915527344,63.95500183105469,62.57135772705078,151125200
2019-11-04,64.3324966430664,64.4625015258789,63.845001220703125,64.375,62.98228073120117,103272000
2019-11-05,64.26249694824219,64.54750061035156,64.08000183105469,64.28250122070312,62.89176559448242,79897600
2019-11-06,64.19249725341797,64.37249755859375,63.842498779296875,64.30999755859375,62.918670654296875,75864400
2019-11-07,64.68499755859375,65.0875015258789,64.52749633789062,64.85749816894531,63.64482498168945,94940400
2019-11-08,64.67250061035156,65.11000061035156,64.2125015258789,65.03500366210938,63.81901931762695,69986400
2019-11-11,64.57499694824219,65.61750030517578,64.56999969482422,65.55000305175781,64.32439422607422,81821200
2019-11-12,65.38749694824219,65.69750213623047,65.2300033569336,65.48999786376953,64.26551055908203,87388800
2019-11-13,65.28250122070312,66.19499969482422,65.26750183105469,66.11750030517578,64.88127899169922,102734400
2019-11-14,65.9375,66.22000122070312,65.5250015258789,65.66000366210938,64.43233489990234,89182800
2019-11-15,65.91999816894531,66.44499969482422,65.75250244140625,66.44000244140625,65.19774627685547,100206400
2019-11-18,66.44999694824219,66.85749816894531,66.05750274658203,66.7750015258789,65.52649688720703,86703200
2019-11-19,66.9749984741211,67.0,66.34750366210938,66.57250213623047,65.3277587890625,76167200
2019-11-20,66.38500213623047,66.5199966430664,65.0999984741211,65.79750061035156,64.56726837158203,106234400
2019-11-21,65.92250061035156,66.00250244140625,65.29499816894531,65.50250244140625,64.27777862548828,121395200
2019-11-22,65.64749908447266,65.79499816894531,65.20999908447266,65.44499969482422,64.22135925292969,65325200
2019-11-25,65.67749786376953,66.61000061035156,65.62999725341797,66.59249877929688,65.34739685058594,84020400
2019-11-26,66.73500061035156,66.79000091552734,65.625,66.07250213623047,64.83712005615234,105207600
2019-11-27,66.3949966430664,66.99500274658203,66.32749938964844,66.95999908447266,65.70803833007812,65235600
2019-11-29,66.6500015258789,67.0,66.4749984741211,66.8125,65.56329345703125,46617600
2019-12-02,66.81749725341797,67.0625,65.86250305175781,66.04000091552734,64.80522918701172,94487200
2019-12-03,64.57749938964844,64.88249969482422,64.07250213623047,64.86250305175781,63.64973449707031,114430400
2019-12-04,65.26750183105469,65.82749938964844,65.16999816894531,65.43499755859375,64.21155548095703,67181600
2019-12-05,65.94750213623047,66.47250366210938,65.68250274658203,66.3949966430664,65.15359497070312,74424400
2019-12-06,66.87000274658203,67.75,66.82499694824219,67.67749786376953,66.412109375,106075600
2019-12-09,67.5,67.69999694824219,66.22750091552734,66.7300033569336,65.48231506347656,128042400
2019-12-10,67.1500015258789,67.51750183105469,66.46499633789062,67.12000274658203,65.86503601074219,90420400
2019-12-11,67.20249938964844,67.7750015258789,67.125,67.69249725341797,66.42682647705078,78756800
2019-12-12,66.94499969482422,68.13999938964844,66.83000183105469,67.86499786376953,66.59610748291016,137310400
2019-12-13,67.86499786376953,68.82499694824219,67.73249816894531,68.7874984741211,67.50135040283203,133587600
2019-12-16,69.25,70.19750213623047,69.24500274658203,69.96499633789062,68.65682983398438,128186000
2019-12-17,69.89250183105469,70.44249725341797,69.69999694824219,70.10250091552734,68.7917709350586,114158400
2019-12-18,69.94999694824219,70.4749984741211,69.77999877929688,69.93499755859375,68.62740325927734,116028400
2019-12-19,69.875,70.29499816894531,69.73750305175781,70.00499725341797,68.69609069824219,98369200
2019-12-20,70.55750274658203,70.6624984741211,69.63999938964844,69.86000061035156,68.55380249023438,275978000
